name,summary,sku,url,country,region,style,grape,rating,tasting_notes,food_pairings,price
Vina Chela Reserve Malbec 750 mL,Vina Chela Malbec 750 mL,124040,https://www.everythingwine.ca/vina-chela-malbec,Argentina,Mendoza,Red,Malbec,60%,"This is a savoury wine with red fruit, brown spice, roasted herbs, bittersweet chocolate and coffee flavours. It has a medium weight and good acidity.",Delicious with meat and tomato-based pastas or grilled beef.,$18.98 
Vina Cobos  Bramare  Malbec 750 mL,Vina Cobos Bramare Malbec,771592,https://www.everythingwine.ca/cobos-bramare-malbec,Argentina,Mendoza,Red,Malbec,,,,$51.98 
Vina Cobos Felino Cabernet Sauvignon 750 mL,Vina Cobos Felino Cabernet Sauvignon 750 mL,125047,https://www.everythingwine.ca/felino-cabernet-sauvignon,Argentina,Mendoza,Red,Cabernet Sauvignon,90%,"A brilliant shade garnet, lined with deep blackberry and blackcurrant aromas. Fresh and intense on the palate, with fruity Cabernet Sauvignon typicity backed by mocha, black pepper and bittersweet chocolate notes. The lengthy finish delivers a subtle, cle","Like any good Cabernet, this wine pairs very well with grilled steak or other beef dishes. It also goes nicely with aged cheeses.",$27.98 
Vina Cobos Felino Malbec 750 mL,Vina Cobos Felino Malbec 750 mL,334789,https://www.everythingwine.ca/felino-malbec,Argentina,Mendoza,Red,Malbec,,"A deep red colour with intense violet shades introduces aromas of red berries, floral notes and spices leading to pure, fresh flavours of raspberries and ripe plums. Velvety and refreshing, this wine shows a touch of complexity given by the oak as well as rounded tannins that create a very pleasant finish.",,$23.99 
Vina Koyle  Gran Reserva Cabernet Sauvignon 750 mL,Vina Koyle  Reserva Cabernet Sauvignon 750 mL,786178,https://www.everythingwine.ca/vina-koyle-cabernet-reserva,Chile,Colchagua Valley,Red,Cabernet Sauvignon,,"Dark ruby, ripe and pure, with a great presence of blackberry and blueberry fruit, this Cabernet bring bitter chocolate, cedar, tobacco, coffee and spicy notes from the Maipo area. Tannins are well-formed, and come together beautifully, with a silky and b","This wine definitley calls for a big, BBQ steak with a baked potato and all the fixings.",$22.98 
Vina Koyle  Royale Cabernet Sauvignon 750 mL,Vina Koyle  Royale Cabernet Sauvignon 750 mL,873273,https://www.everythingwine.ca/vina-koyle-royale-cabernet,Chile,Colchagua Valley,Red,Cabernet Sauvignon,,,,$34.98 
Vina Koyle  Royale Syrah 750 mL,Vina Koyle  Royale Syrah 750 mL,17681,https://www.everythingwine.ca/vina-koyle-royale-syrah,Chile,Colchagua Valley,Red,Syrah,,,,$34.98 
Vina Maipo  Carmenere/Cabernet Sauvignon 750 mL,Vina Maipo  Carmenere/Cabernet 750 ml,119651,https://www.everythingwine.ca/vina-maipo-carm-cabernet,Chile,Central Valley,Red,Red Blend,,"The Carmenere/Cabernet Sauvignon was produced in the Valle Central of Chile, where exceptional soil and climate conditions have created a bright ruby red wine with red fruit aromas and delicate spicy notes.  Soft, elegant and well-structured.","Enjoy with lean red meat, barbeque lamb, pasta and fresh cheese.",$10.98 
Vina Perez Cruz  Reserva Cabernet Sauvignon 750 mL,   Learn more about this wine and winery from Dave!,126235,https://www.everythingwine.ca/perez-cruz-res-cab-sauv,Chile,Maipo Valley,Red,Cabernet Sauvignon,90%,"This typical Cabernet Sauvignon from the Maipo Valley, with notes of ripe red fruits, black pepper, vanilla, dried fruit and a classic touch of herbal aromas. The mouth feel is creamy and concentrated with rounded tannins, a wine that transmits the terroi",Try alongside an appetizer of dry ribs with a sprinkle of sea salt on top.,$16.99 
Vina Pomal Crianza DOC  750mL,Vina Pomal Crianza DOC  750mL,286674,https://www.everythingwine.ca/vina-pomal-crianza-doc-750ml,Spain,Rioja,Red,Tempranillo,,,,$23.98 
Vina San Pedro 1865 Sauvignon Blanc 750 mL,Vina San Pedro 1865 Sauvignon Blanc 750 mL,136770,https://www.everythingwine.ca/vina-san-pedro-1865-sauvignon-blanc-750-ml,Chile,Cachapoal Valley,Red,Sauvignon Blanc,,,,$19.98 
Vina Vasta Tempranillo Merlot Syrah 750 mL,"A juicy blend of Tempranillo, Merlot and Syrah from central Spain that is perfect for everyday sipping! Fresh red fruit flavours of strawberry, raspberry and cherry.",183067,https://www.everythingwine.ca/vina-vasta-tempranillo-merlot-syrah-750-ml,Spain,Tierra de Castilla,Red,Red Blend,,"A medium bodied and smooth Spanish red blend, the Vina Vista Tinto offers aromas of juicy red berries and flavours of strawberry, raspberry and notes of cranberry and cherry.","Enjoy on its own or with Charcuterie, a good thick Pâté, rich red meat dishes or a selection of mature cheeses.",$13.99 
Vina Ventisquero Root: 1 Heritage Red 750 mL,Vina Ventisquero Root: 1 Heritage Red 750 mL,669267,https://www.everythingwine.ca/vina-ventisquero-root-1-heritage-red-750-ml,Chile,Colchagua Valley,Red,Red Blend,,"This wine shows a deep ruby red color, completmented by aromas of cherries, blueberries, blackberries, black pepper and delicate notes of cassis, toffee and dark chocolate. The palate opens with abundant fruit-filled flavours including cherries and black fruits. Its silky tannins and good structure create a perfectly-balanced framework for this full-bodied wine with its elegant finish of chocolate covered fruits.","Root: 1 Heritage Red pairs well with barbequed steak, spicy shrimp, or a colorful, fresh stir-fry.",$16.98 
Vina Zaco Tempranillo 750 mL,Vina Zaco Tempranillo 750 mL,537399,https://www.everythingwine.ca/vina-zaco-tempranillo,Spain,Rioja,Red,Tempranillo,,,,$20.98 
Vinha da Urze Douro Red Blend 750 mL,Vinha da Urze Douro Red Blend is an elegant and easy drinking red blend from Portugal's Douro Valley. Made from three classic Portuguese grape varietals you can imagine yourself on a terrace overlooking the Douro Valley from your very first sip! With flavours of blackberry and plum accented by notes of vanilla and spice this wine pairs perfectly with barbecued pork.,224926,https://www.everythingwine.ca/vinha-da-urze-douro-red-blend-750-ml,Portugal,Douro,Red,Red Blend,,"An elegant red blend offering aromas of dark fruit to tempt you in to the fruity and smooth palate, loaded with flavours of blackberry, plum and notes of vanilla and spice.","A great food wine, pair this barbecued pork, teriyaki chicken, black olive tapenade or a selection of grilled vegetables.",$21.99 
Vinosia Aglianico 750 mL,Vinosia Aglianico 750 mL,607705,https://www.everythingwine.ca/vinosia-aglianico-750-ml,Italy,Campania,Red,Aglianico,,,,$20.98 
Vintage Ink  Rebel Red Red Blend 750 mL,Vintage Ink Rebel Red 750ml,49023,https://www.everythingwine.ca/vintage-ink-rebel-red-750ml,Canada,BC - Okanagan Valley,Red,Red Blend,80%,"A rich full bodied wine that really shows the character of the Okanagan, with flavours of strawberry, vanilla bean, dark chocolate and spice with a long silky finish.","A great red to pair with meats, particularly prime rib, steaks or burgers.",$13.99 
Vintage Ink  Whisky Barrel Red Blend 750 mL,Vintage Ink Whisky Barrel 750ml,195217,https://www.everythingwine.ca/vintage-ink-whisky-barrel-750ml,Canada,BC - Okanagan Valley,Red,Red Blend,80%,,,$15.99 
Vistamar Brisa Cabernet Sauvignon 750ml,Vistamar Brisa Cabernet Sauvignon 750ml,28269,https://www.everythingwine.ca/vistamar-brisa-cabernet-sauvignon-750ml,Chile,Central Valley,Red,Cabernet Sauvignon,,,,$11.98 
Vistamar Brisa Carmenere 750ml,Vistamar Brisa Carmenere 750ml,28272,https://www.everythingwine.ca/vistamar-brisa-carmenere-750ml,Chile,Central Valley,Red,Carmenere,,,,$11.98 
Volcanic Hills Estate Winery Lava Red Red Blend 750 mL ,Volcanic Hills  Lava 750 mL,871764,https://www.everythingwine.ca/volcanic-hills-lava-750-ml-1,Canada,BC - Okanagan Valley,Red,Red Blend,,"Light-bodied, aromas of cherry, raspberry, mixed red berries with a hint of spice & oak. It’s semi-sweet with flavours of bright red fruits, ripe cherry and plum. Good structure, nicely integrated fruit, oak and acid with velvety tannins and a smooth, lively finish. Chill slightly.",,$25.98 
Voyager Estate Margaret River Cabernet/ Merlot 750 mL,Voyager Estate Margaret River Cabernet/ Merlot 750 mL,22001,https://www.everythingwine.ca/voyager-estate-margaret-river-cabernet-merlot-750-ml,Australia,Margaret River,Red,Red Blend,,,,$69.98 
Wakefield Shiraz Clare Valley 750ml,Wakefield Shiraz Clare Valley 750ml,161935,https://www.everythingwine.ca/wakefield-shiraz,Australia,Clare Valley,Red,Shiraz,,"The palate is plump & generous with ripe fruit characters of plum and blackberry. Mocha coffee and subtle spice from oak maturation balance the fruit flavours. The wine is medium to full-bodied with a fleshy mid-palate and supple tannin structure. It is a well balanced wine with great texture, good length and enjoyable fruit on the finish.","Enjoy this simple, quick and very flavoursome dish of Kangaroo meatballs in a rich tomato basil sauce. Serve on a bed of spaghetti and with a sprig of fresh basil and some shaved aged parmesan.",$19.99 
Wakefield Wines St. Andrews Shiraz 750 mL,Wakefield Wines St. Andrews Shiraz 750 mL,622662,https://www.everythingwine.ca/wakefield-wines-st-andrews-shiraz-750-ml,Australia,Clare Valley,Red,Shiraz,,,,$63.98 
Wayne Gretzky Estates Cabernet Syrah 750 mL,Wayne Gretzky Estates Cabernet Syrah 750 mL,835348,https://www.everythingwine.ca/wayne-gretzky-cab-sauv-syrah,Canada,BC - Okanagan Valley,Red,Red Blend,,,,$16.99 
Wente  Charles Wetmore Cabernet Sauvignon 750 mL,Wente Wetmore Cabernet Sauvignon 750 mL,409292,https://www.everythingwine.ca/wente-wetmore-cab-sauvignon,USA,California - Livermore,Red,Cabernet Sauvignon,,"Charles Wetmore Cabernet Sauvignon welcomes you with layers of aromatics from  oak,  to  fresh  vanilla  and  dark  fruit  like  black  cherries,  blackberries  and  dark  plum. This wine finishes with velvety tannins and a round mouthfeel.",,$35.98 
Wente Sandstone Merlot 750 mL,Wente Sandstone Merlot 750 mL,171025,https://www.everythingwine.ca/wente-sandstone-merlot,USA,California - Livermore,Red,Merlot,,"Beautiful aromas of fruit-forward spiced cherry with a focus on dark fruit such as blueberry or boysenberry.  A smooth mouthfeel, bright acidity and inviting tannins are balanced by a clean and dry finish.",,$23.98 
Wente Southern Hills Cabernet Sauvignon 750 mL,Wente Cabernet Sauvignon 750 mL,301507,https://www.everythingwine.ca/wente-cab-sauv,USA,California - Livermore,Red,Cabernet Sauvignon,80%,,,$18.49 
What Cha Ma Call It Red Blend 750 mL,What Cha Ma Call It Red Blend 750 ml,456277,https://www.everythingwine.ca/what-cha-ma-call-it-red-blend-750-ml,USA,California,Red,Red Blend,,,,$17.98 
White Rose Estate Willamette Valley Pinot Noir 750 mL,White Rose Estate Pinot Noir Willamette Valley 750 mL,140582,https://www.everythingwine.ca/white-rose-estate-pinot-noir-willamette-valley-750-ml,USA,Oregon - Willamette Valley,Red,Pinot Noir,,,,$45.98 
Whitehaven Pinot Noir 750 mL,Whitehaven Pinot Noir 750 ml,161703,https://www.everythingwine.ca/whitehaven-pinot-noir,New Zealand,Marlborough,Red,Pinot Noir,100%,"The aromas on this Pinot Noir are of lifted cherry and ripe plums, with savoury, toasty notes from the oak. On the palate the wine is full bodied, with bright red fruit flavours and well integrated oak. The supple tannins give the wine a silky, plush texture and a lengthy finish.",Enjoy this wine with game meats and venison.,$22.99 
William Fevre Chile Quino  Pinot Noir 750 mL,William Fevre Chile Quino  Pinot Noir 750ml,616367,https://www.everythingwine.ca/william-fevre-chile-quino-pinot-noir-750ml,Chile,Maipo Valley,Red,Pinot Noir,,,,$38.98 
William Hill Coastal Collection Cabernet Sauvignon 750 mL,William Hill Cabernet Sauvignon 750ml,652925,https://www.everythingwine.ca/william-hill-cabernet-sauvignon-750ml,USA,California - North Coast,Red,Cabernet Sauvignon,,,,$23.99 
Winc Chop Shop  Cabernet Sauvignon 750 mL,Winc.com Chop Shop Cabernet Sauvignon 750 mL,298659,https://www.everythingwine.ca/winc-com-chop-shop-cabernet-sauvignon-750-ml,USA,California,Red,Cabernet Sauvignon,,,,$33.98 
Wine Men of Gotham Shiraz 750ml,Wine Men of Gotham Shiraz 750ml,121368,https://www.everythingwine.ca/wine-men-of-gotham-shiraz,Australia,Adelaide Hills,Red,Shiraz,,,,$13.29 
Wine O'Clock Merlot 750 mL,Wine O'Clock Merlot 750ml,393314,https://www.everythingwine.ca/wine-o-clock-merlot-750ml,Canada,Canada,Red,Merlot,,,,$9.98 
Wine O'Clock Shiraz 3.0 L,Wine O'Clock Shiraz 3 L,651018,https://www.everythingwine.ca/wine-o-clock-shiraz-3l,Canada,Canada,Red,Shiraz,,"A fruit-forward Shiraz bursting with flavors of juicy black cherry, with a hint of spice. Smooth with a well-balanced finish.","Timely pairings include sharp cheese, grilled seasonal veggies and marinated steak.",$34.98 
Wine O'Clock Shiraz 750 mL,Wine O'Clock Shiraz 750ml,585521,https://www.everythingwine.ca/wine-o-clock-shiraz,Canada,Canada,Red,Shiraz,,"Cellared in Canada with grapes sourced internationally for the best blend!  A fruit-forward Shiraz bursting with flavours of juicy blackberry and black cherry, with a hint of spice. Smooth with a well-balanced finish.","Timely pairings include sharp cheese, grilled seasonal veggies and marinated steak.",$9.49 
Wines of Substance Jack's  Cabernet Sauvignon 750 mL,Wines of Substance Jack's  Cabernet Sauvignon 750ml,120475,https://www.everythingwine.ca/wines-of-substance-jack-s-cabernet-sauvignon-750ml,USA,Washington - Walla Walla,Red,Cabernet Sauvignon,,,,$96.98 
Wines of Substance Super Substance Stoneridge Merlot 750 mL,Wines of Substance Super Substance Stoneridge Merlot 750ml,205685,https://www.everythingwine.ca/wines-of-substance-super-substance-stoneridge-merlot-750ml,USA,Washington - Columbia Valley,Red,Merlot,,,,$78.98 
Wirra Wirra Catapult Shiraz 750 mL,Wirra Wirra Catapult Shiraz 750 mL,963116,https://www.everythingwine.ca/wirra-wirra-catapult-shiraz,Australia,McLaren Vale,Red,Shiraz,,"Deep plum with a bright red rim. This is a lifted and aromatic wine, displaying fresh plums and cherry fruits with subtle nuances of violets and musk. The palate displays fleshy blackberry and plums that fill the mouth. The generous vibrant fruit is balan",,$29.98 
Wittmann Spatburgunder 750ml,Wittmann Spatburgunder 750ml,131259,https://www.everythingwine.ca/wittmann-spatburgunder-750ml,Germany,Rheinhessen,Red,Pinot Noir,,,,$40.98 
Wolf Blass  Cabernet/Merlot 750 mL,Wolf Blass  Cabernet/Merlot 750 mL,611483,https://www.everythingwine.ca/wolf-blass-cab-mer,Australia,South Eastern Australia,Red,Red Blend,,,,$11.99 
Wolf Blass  Gold Label Shiraz 750 mL,Wolf Blass  Gold Label Shiraz 750 mL,120659,https://www.everythingwine.ca/wolf-blass-gold-shiraz,Australia,Barossa,Red,Shiraz,,,,$34.98 
Wolf Blass  Yellow Label  Cabernet Sauvignon 750 mL,Yellow Label Cabernet Sauvignon is great with Chargrilled Steak with Fries and Garlic Aioli or Beef Stroganoff.,251876,https://www.everythingwine.ca/wolf-blass-yellow-cabernet,Australia,South Australia,Red,Cabernet Sauvignon,,"Deep crimson with purple hues. It has lifted dark fruits with hints of plum and cassis and minty varietal notes. There is a generous mid palate with rich cassis fruit, subtle integrated oak, varietal notes and a long finely textured finish.",Yellow Label Cabernet Sauvignon is great with Chargrilled Steak with Fries and Garlic Aioli or Beef Stroganoff.,$17.29 
Wolf Blass  Yellow Label Pinot Noir 750 mL,Wolf Blass  Yellow Label Pinot Noir 750 mL,611509,https://www.everythingwine.ca/wolf-blass-yellow-pinot-noir,Australia,Yarra Valley,Red,Pinot Noir,60%,,,$19.98 
Wolf Blass Gold Label Cabernet Sauvignon 750 mL,Wolf Blass Gold Label Cabernet Sauvignon 750 mL,120840,https://www.everythingwine.ca/wolf-blass-gold-cab-sauv,Australia,Adelaide Hills,Red,Cabernet Sauvignon,,"Wolf Blass Gold Label Cabernet Sauvignon is medium to full bodied exhibiting aromas of mint, cassis and mulberry with hints of dusty, cedary oak. The palate delivers lovely blackberry and bramble fruits wrapped in gentle oak, providing silky tannins and a",,$26.49 
Wolf Blass South Australia  Shiraz 750 mL,Wolf Blass South Australia  Shiraz 750 mL,506691,https://www.everythingwine.ca/wolf-blass-s-australia-shiraz,Australia,South Australia,Red,Shiraz,60%,,,$14.49 
